"Name","Guid","SharedSoulGuid","Position"
"SpawnedAnimal_SheepEwe_379E35E6_5","c862380d-203d-7467-4875-fdbd98b9c761","43049911-d3fe-9315-b963-fb4ecc601d8f","2175.2471,2032.0005,104.32481"
"tneb_closedCastle_man_10","d1db6ab3-454a-4347-9b1f-005b483cc3d3","b00a3ea7-6661-42de-a137-be008a5b7044","1881.636,1213.96,52.269878"
"Horse2[ui/Apse2_f3b7a12f-e4e6-4a81-a614-9032037da8d8]","433f5926-f0fd-42e8-b5e3-ad796bd87b3f","00000000-0000-0000-0000-000000000000","-3906.7161,-3992.698,50.387299"
"tvez_poacher_2","49dd5216-cee5-c912-74b4-95a1ff67b292","4e05b3c5-824c-28ff-91de-385982a6fab1","903.50159,2307.1084,57.879795"
"nebakovObrana_attackerGroupA_9","a03aaf3d-7320-4d44-8fc8-73bd2920f7ce","34cc8a9a-37d6-4059-8e3e-89cd2ff6a625","0,0,0"
"tkop_vrahBandit_6","e63ffd04-8435-4431-ae40-a73d1bd5645b","932ffb86-b9c1-4609-beb0-ea5a8685e000","2691.3057,2760.2017,128.38817"
"tneb_horse_5","761e71c5-1e44-4a89-b380-30b65ece6507","2df9fbe0-1251-4efa-a48b-3ea5f447c12a","1966.4507,1172.2731,53.332943"
"SpawnedAnimal_CattleCow_28062BF_0","db88a3c2-09eb-8d9e-87ee-17ae4e903e98","979a19e2-6bfe-4878-b9d1-84a20bbfd83c","2209.2119,1930.6134,95.804474"
"tvez_horse_5","c1863986-a5f5-4550-8433-01cc63d71b98","d216ce2d-15ae-434b-b714-cacfcd3c7d53","1013.671,1863.369,30.919189"
"ttro_woman_13","ad176082-c52e-4284-8205-a0de4ed6f365","ca370956-512f-4162-9bb1-7196d9e95be2","0,0,0"
"tvez_man_22","654c3d73-14f3-4637-9239-7f8254047a62","5171f54b-c369-4d94-a99d-d66a41f28848","1081.1688,1903.2917,30.081495"
"utokNaNebakov_valley_deadAnimchar_46","a0a1ee76-952e-47cd-badb-3452d91abc88","3868c34a-6a8e-4355-9e48-be9152eafe00","0,0,0"
"SpawnedAnimal_Hare_4C39473C_0","cc16d534-df7a-1916-7198-89b9df46b60c","b19979de-14fe-4fbb-ac06-893366032cf3","2153.9119,2082.823,106.73615"
"SpawnedAnimal_Hare_4C39473C_1","0acbfe38-fdf5-53a5-7db3-547f50640546","b19979de-14fe-4fbb-ac06-893366032cf3","2134.5903,2050.2375,101.0565"
"utokNaNebakov_valley_deadAnimchar_47","7e950edf-d462-4587-9558-244abe0670c7","0a219c62-4c84-4d50-acf5-14515c33895a","0,0,0"
"poustevnik_clesgin","5b582eaa-3fa6-4ecd-84d7-d2956cbb3152","be1e5c5b-68cf-4fe2-af81-aa75b54db110","0,0,0"
"ttro_woman_12","e3dd3ce3-5c34-4f82-9bc7-8a37201a6400","7759e6b2-6a88-4f30-a28f-bee35104370b","0,0,0"
"tvez_man_23","8b13db7b-47e8-460d-9edb-a3fccbe3fde9","a8e17edc-c1dd-44d7-ae70-1fd3cedd9e33","831.93451,1707.9136,35.40675"
"utokNaNebakov_valley_standHlbrdKill_2","79c168db-4557-4bcc-a664-94696242e5f2","17e4f4d8-6a9c-4a2a-af6b-8181f00bb1ef","0,0,0"
"ttro_woman_11","26c88165-7445-49c3-955e-4684a266f25b","1b21ebf4-0ccd-450e-b182-8703a01c6ff8","0,0,0"
"tvez_man_20","35bea08c-f4b7-448e-8d99-e203f8d8cad4","2f825ed0-1d9b-4df0-ad90-d6e2b136ce04","1087.965,1930.3311,29.5804"
"utokNaNebakov_valley_standHlbrdKill_1","49a9de92-0548-4775-ad6f-c2a10af4a034","7177794d-25fa-4cb5-bb0f-eaa6e131d420","0,0,0"
"utokNaNebakov_valley_deadAnimchar_44","a1384666-38d1-4925-bb3d-03e6eeab6e37","14e74e2f-e364-44ee-a05a-ec9c3aa1edab","0,0,0"
"SpawnedAnimal_Hare_4C39473C_2","78009c42-ac4f-802f-07d1-9f0dea358f95","b19979de-14fe-4fbb-ac06-893366032cf3","2144.2205,2063.0803,103.43398"
"SpawnedAnimal_RedDeerStag_875F88B_0","ea875dd5-075f-a696-9010-189ffa9e36b3","e6ff4f52-9e77-4b81-9e6d-aef3c4aeb627","2443.8672,1814.1769,75.824608"
"bohutovaVlozka_eriksCompany_man_20","a838e49f-f0c7-471c-96b4-54621b8e26c0","4bf36583-3986-47fd-9ff9-17c73f968d8c","0,0,0"
"SpawnedAnimal_Hare_4C39473C_3","d4d85ad2-58ce-6e74-9717-47a16bc1d47b","b19979de-14fe-4fbb-ac06-893366032cf3","2136.5977,2056.9575,101.75871"
"utokNaNebakov_valley_deadAnimchar_45","796af286-f50e-4894-9270-76ce6de68397","9327f5d0-575a-4253-bee0-3b3af9500a83","0,0,0"
"ttro_woman_10","b10e3558-287e-4afc-8282-0cc4e4acd19f","ab87afbe-498c-42c3-ab3e-bef003b273be","0,0,0"
"tvez_man_21","8f59623b-189a-48f3-b7ff-d7e31b47888c","4badc882-824c-407e-b823-059fa3e5df5b","1084.568,1915.323,29.81846"
"SpawnedAnimal_RedDeerStag_875F88B_1","00d2785d-7cd6-fc6a-1835-4d7573e5cae9","e6ff4f52-9e77-4b81-9e6d-aef3c4aeb627","2448,1815.4915,76.971283"
"SpawnedAnimal_Pig_41285AE8_0","2f835c76-9ba9-3458-3311-1c5a0c02f821","c8bbecb6-2493-4808-b57b-27ce56a328d5","2376.9597,2004.9044,107.37517"
"vezniNaTroskach_tapo_soldier_13","9c5e0401-a243-48d7-b6f9-b3699e837042","935ab52c-d233-4443-918c-f13f70a837a3","0,0,0"
"poustevnik_niclas","a8ce70e0-270c-4e73-9f0e-97959616edf2","c016e9a1-d361-4d69-9529-244bba61fdc0","0,0,0"
"SpawnedAnimal_Hare_2BD21C7C_4","72035b28-5be9-dc46-6d16-9c074cc2e6c9","b19979de-14fe-4fbb-ac06-893366032cf3","2320,1847.7942,86.958839"
"SpawnedAnimal_CattleCow_72EA14AE_0","ca8cd4c1-aaab-f3a5-8499-13bf0e3305e6","979a19e2-6bfe-4878-b9d1-84a20bbfd83c","2177.1567,1948.9216,93.546082"
"SpawnedAnimal_CattleCow_72EA14AE_1","279886bf-8549-eb42-facb-0752ec1ce2fe","979a19e2-6bfe-4878-b9d1-84a20bbfd83c","2173.4895,1961.5679,95.584137"
"bohutovaVlozka_deadman_4","48d53e75-d754-4b05-aff7-a537e5cdae47","6353b089-cce3-4a9a-9f09-216d44264aca","0,0,0"
"vezniNaTroskach_tapo_dog_2","1b522e56-5500-4979-bf68-14dd9ff4ae71","9cf68382-49ca-4fe5-a6ea-2bf81e38fa1e","0,0,0"
"SpawnedAnimal_Pig_E8D210A1_0","2ddcb2d9-79e8-6e22-9cff-43584de0827b","c8bbecb6-2493-4808-b57b-27ce56a328d5","2242.4548,1971.5332,100.57666"
"tvid_horse_1","909e50ac-d7b6-461a-99c5-ceaa8f36808e","9f6911bd-4fe3-40f0-a7d1-6a2224cefb55","1255.287,2696.2251,18.75819"
"SpawnedAnimal_Pig_1A06F4A0_1","f9bab997-6af9-bbcc-d2f4-258c5cf36cae","c8bbecb6-2493-4808-b57b-27ce56a328d5","2437.8557,1919.3542,101.59205"
"horse[animalcare/horseCare6_ff15a088-7332-4a17-9536-3e8f6a8898ad]","833decc1-d527-47ec-9405-2d1aef6373f2","fc0e6251-b314-4398-b83f-3a66a52961ee","2314.8669,2080.2781,111.1628"
"vezniNaTroskach_apolenaHorse12","ba3c57e5-12b1-450d-80b5-7cda92c1c12d","a97eac90-795a-490d-93a3-e5d2e3c2aec2","0,0,0"
"SpawnedAnimal_Pig_9266376E_0","3d0ee403-5e32-d098-46a9-914897c738c5","c8bbecb6-2493-4808-b57b-27ce56a328d5","2360.3928,1921.4014,94.502136"
"utokNaNebakov_valley_trackviewGroup1_friend_3_rec","795ea949-333a-49e4-9bd5-0dba549dbf00","812a5eaa-50a7-47db-a2b9-f551cfa3a05b","0,0,0"
"tsem_woman_8","4bccc213-b25e-7ff5-edf6-130c473cd596","456dc2bd-1ede-2372-7ee7-fed064e80ea8","1458.7242,1536.3448,65.428726"
"SpawnedAnimal_Pig_1A06F4A0_0","1c2f4035-062a-feb9-700d-b0698f9f19eb","c8bbecb6-2493-4808-b57b-27ce56a328d5","2446.4001,1916.7949,100.33126"
"tsem_woman_9","4067d913-df8f-0f9a-8013-ecc2ff7f7184","4187a4bf-c27a-dd4b-c348-7bec934968ad","1431.2075,1557.6584,64.107323"
"SpawnedAnimal_Pig_9266376E_1","9afd6f4e-d8c8-05cf-0b22-62ef6d416f10","c8bbecb6-2493-4808-b57b-27ce56a328d5","2359.6934,1918.4473,93.923149"
"vezniNaTroskach_apolenaHorse10","da4b8f99-7a00-4c60-8752-8ff13ff750a8","fba37668-1692-4859-9a33-2938816b88da","0,0,0"
"tsem_horse_7","56757820-e9a6-4f88-afef-fb32a1a960e1","05e91618-9013-4f9c-acd8-4fc5f0ad20a2","1430.3822,1535.0627,62.295052"
"utokNaNebakov_guard_11","4e72875b-854b-40d6-b79f-ccfb1c6c1e5d","85a25313-84f0-4ac9-8031-ca5be149e5cf","0,0,0"
"SpawnedAnimal_Pig_9266376E_2","c8038ae5-7ce9-a98c-a0c7-9cbd4ce52cbc","c8bbecb6-2493-4808-b57b-27ce56a328d5","2363.0027,1938.3495,95.996666"
"SpawnedAnimal_Pig_47B53147_0","2c8ccde4-679f-3eb1-a180-13593afe112b","c8bbecb6-2493-4808-b57b-27ce56a328d5","2419.1067,1944.0786,104.29546"
"ttro_horse_2","6483514c-052a-4c5a-88d0-415eaf8d6c7b","c7b66172-35fd-472e-b07a-421a7bd032c9","0,0,0"
"bohutovaVlozka_rowdy_4","a24aa94a-5401-4ecd-92c8-649b92c970be","9384758e-29d7-4ca6-a636-17883b6f611e","0,0,0"
"SpawnedAnimal_Pig_47B53147_1","006be61b-98f1-ee0b-5eab-f4755401abfb","c8bbecb6-2493-4808-b57b-27ce56a328d5","2417.1042,1951.3387,104.91694"
"ttro_horse_3","876f95b2-3f29-4f7a-a231-c35f413b1997","039171b4-6952-4565-a70e-1304ee343c93","2440.8469,2650.0791,201.14999"
"InventoryDummyPlayer3[ui/Apse2_f3b7a12f-e4e6-4a81-a614-9032037da8d8]","a0d551a0-57a4-4a10-b574-9fd0334881a9","00000000-0000-0000-0000-000000000000","-3906.6211,-3992.595,50.767601"
"nebakovObrana_attackerGroupB_ladderGuy_7","b0d17efe-0723-4877-bd70-27ed4af43881","0fccd183-eef6-4ca1-8366-8a32b6ae39dc","0,0,0"
"SpawnedAnimal_RoeDeerHind_59848209_1","ed952b8c-2e3b-4f21-c966-0a989eb7815a","44568aec-c7f1-44af-a154-ac832ff7c1c7","2225.6628,1828.3004,81.381554"
"utokNaNebakov_valley_deadAnimchar_52","16a54776-d178-4173-adbb-b6ce936e6e85","e31d1a56-542b-44d5-8964-50c37851f33b","0,0,0"
"SpawnedAnimal_SheepEwe_379E35E6_0","7480973c-11c9-803c-79da-1f016c889c95","43049911-d3fe-9315-b963-fb4ecc601d8f","2212.5525,2016.0006,107.42772"
"zbranePanaSemina_bandit_3","4b20a0e8-d918-7ad1-8f65-cf2ee5df69bf","489b7bb2-bfe8-e85e-9176-0ee64655b482","0,0,0"
"nebakovObrana_attackerGroupB_ladderGuy_6","d4b958b5-2cc6-4ed8-b219-f4f57faad05c","2add76bf-789f-416a-9d63-b23f66d82cc9","0,0,0"
"InventoryDummyDog1[ui/Apse2_f3b7a12f-e4e6-4a81-a614-9032037da8d8]","b698810c-2b4c-4ff5-8835-b59d4fbd9ac1","00000000-0000-0000-0000-000000000000","-3906.7949,-3992.083,50.394951"
"SpawnedAnimal_RoeDeerHind_59848209_0","72aab478-8096-2644-3df9-35073319e433","44568aec-c7f1-44af-a154-ac832ff7c1c7","2223.3813,1797.6338,73.296829"
"prepadeni_woman_1","c4719769-0481-4a39-9e9a-c5111aa7e512","f9eeaaef-b0f7-437d-b5cc-043121267e87","0,0,0"
"SpawnedAnimal_SheepEwe_379E35E6_1","fc8cac44-3c0c-448a-01e1-1389a9a52a51","43049911-d3fe-9315-b963-fb4ecc601d8f","2191.9983,2016.1818,103.88609"
"utokNaNebakov_valley_deadAnimchar_53","7214dd19-cedf-4178-878e-aca4c0b49e57","312ef91c-0e29-4e10-8906-246c7cb01461","0,0,0"
"zbranePanaSemina_bandit_2","4ecebbfd-3dc7-f0ce-f542-b77cab40f19c","498a15f5-3e1f-88db-d63a-738822dd70aa","0,0,0"
"nebakovObrana_attackerGroupB_1","08a5e1f7-0b58-4875-8cb3-5b89b76d1253","1371487c-b59d-4bb6-bfe3-891caf90538b","0,0,0"
"InventoryDummyPlayer1[ui/Shop2_0286e260-889f-470e-965a-2fbc83476260]","a6ab2c8d-9363-487c-95cf-b2cb3bd65247","00000000-0000-0000-0000-000000000000","-4007.5691,-3994.2561,50.803719"
"SpawnedAnimal_RoeDeerHind_59848209_3","5fe334ee-bd21-5730-ab79-7c2a84249042","44568aec-c7f1-44af-a154-ac832ff7c1c7","2245.3118,1807.8591,75.565781"
"zbranePanaSemina_bandit_1","4751dd7b-8b38-58b3-fb42-69c3a93db2b0","45c673ba-23ec-9abe-ff74-23ec6ee0af87","0,0,0"
"SpawnedAnimal_SheepEwe_379E35E6_2","7a04a5d7-9375-9331-92e8-9b0fd00a9186","43049911-d3fe-9315-b963-fb4ecc601d8f","2179.8186,2018.603,102.01448"
"utokNaNebakov_valley_deadAnimchar_50","67015be2-3118-47ea-b587-46213bdf4e8e","83e9c2f4-9c73-418b-b66b-34ded0bbfce6","0,0,0"
"SpawnedAnimal_RoeDeerHind_59848209_2","b560281a-ac81-e38c-5f65-ffc024352cf6","44568aec-c7f1-44af-a154-ac832ff7c1c7","2199.0554,1840,82.169868"
"SpawnedAnimal_SheepEwe_379E35E6_3","4254b0eb-9319-8444-aefd-cb37bc0ae491","43049911-d3fe-9315-b963-fb4ecc601d8f","2175.9998,2007.5444,99.804428"
"utokNaNebakov_valley_deadAnimchar_51","5a7e91d9-da8b-471c-ba5f-383d6208e188","574efa17-9f41-4338-8640-48895c9d5f8a","0,0,0"
"ttkc_woman_9","32b0b7c5-ab8e-42cb-a2b7-31eb735d2111","7ac037fe-60ca-4212-a39f-0093cff270ba","2443.9539,2031.2594,112.47021"
"nebakovObrana_attackerGroupC_4a","b512735a-15d0-48f8-84e3-dd75127f68ff","c8778b0f-7372-4004-8561-221a424e6056","0,0,0"
"tneb_man_11","481d49c6-18db-ce95-7b9b-29b0366b16a8","43b076df-4be8-f9d9-e2e4-dd5cafd0db96","0,0,0"
"SpawnedAnimal_Hare_2BD21C7C_0","9d98a4e3-293f-5585-a6e9-07e89ab02540","b19979de-14fe-4fbb-ac06-893366032cf3","2296.6577,1834.0013,84.734192"
"vezniNaTroskach_tapo_soldier_17","710ac160-435b-4e90-9a78-08d3a2ce8211","16b22b6b-48a8-42b0-96d0-fd6dead00114","0,0,0"
"tneb_closedCastle_man_1","b9c94c74-2c57-4924-b730-395fcfd30c22","127c1a3e-78c5-4a4c-a71f-2f31cbc13eca","1881.636,1213.96,52.269878"
"prepadeni_bailiffsGroupSoldier_11","7b8c1773-c192-4799-9cd8-4f41bcfebc84","06e7baa3-151d-4bb9-82d6-c4882732b88a","0,0,0"
"SpawnedAnimal_SheepRam_6CBAD10D_0","61973695-7c9a-8c02-d07b-08143fe5a299","65cdec1b-f869-4c94-90a8-c34d477f0348","2185.2456,2000.3878,99.964401"
"vezniNaTroskach_tapo_soldier_16","c14e75ba-a337-47b8-98da-24c8b5a2ec84","cfb29f26-f313-438e-a465-638d591a5360","0,0,0"
"SpawnedAnimal_Hare_2BD21C7C_1","d96f2968-fe75-74b4-2d64-f0acd0671461","b19979de-14fe-4fbb-ac06-893366032cf3","2284.2327,1863.7251,90.958763"
"nebakovObrana_attackerGroupF_10","b43680c8-b0bd-40e7-b353-ce0e54ec7e72","c16f2ae0-c8c3-4d28-8b75-ee051926b978","0,0,0"
"ttac_smolik","489281c8-d4ab-4657-96de-db61854f16a4","44973bc3-a116-b8d5-4be6-fa1f90c7c1ba","1881.6897,2297.3367,64.949791"
"SpawnedAnimal_SheepRam_6CBAD10D_1","e186e12d-7729-8e02-68ac-19948ceea29b","65cdec1b-f869-4c94-90a8-c34d477f0348","2223.3015,2031.0048,108.78516"
"SpawnedAnimal_Pig_1A06F4A0_2","b757bb0a-778f-afe9-4ff6-c8c22aee49ba","c8bbecb6-2493-4808-b57b-27ce56a328d5","2439.6111,1923.1641,102.00845"
"tvid_horse_2","9dff3730-6119-4464-bc2b-142732605134","fec9e888-c5a2-47fd-afba-49f4d5356c94","1252.781,2710.4609,19.312099"
"mucirna_vypaleniSemina_horse_8","b8de3d94-ba20-4549-903f-9228899db35b","f76ec213-84ee-4ae8-b6e8-f73aac5f3b68","0,0,0"
"tvez_zizkaGuardPOI_3","df92254a-114f-4d6f-8267-b8076244fb4d","7f48a02f-62a1-4fcc-bb62-9d5f23734e26","750.51135,1805.6779,33.592419"
"nebakovObrana_beforeBattleMeleeGroup_14","9c664f61-8470-454b-9b58-10d7af8a06da","00000000-0000-0000-0000-000000000000","0,0,0"
"SpawnedAnimal_CattleBull_412489E6_0","e09aad0d-5fff-01da-48e0-05955ac67a14","34ff3a75-2185-4ee6-ab03-6cef2ed8279f","2481.7778,2045.7753,114.84489"
"zachrana_stag","4ee86058-8492-4d2f-9b15-bce058f59ac8","beb6fb18-3542-4756-a490-ac311b70d96b","0,0,0"
"vezniNaTroskach_tapo_soldier_15","b32bb861-1bb9-4a42-926d-e85b0e4d95c1","6d77e302-65e2-43f3-9470-df58238e26eb","0,0,0"
"SpawnedAnimal_Hare_2BD21C7C_2","e1e69cf2-b8a2-087f-b7d1-79940721df1d","b19979de-14fe-4fbb-ac06-893366032cf3","2291.2537,1869.0776,91.411644"
"ttro_man_59","d1853b8f-d389-4aa7-bdac-6a59245539ed","7e4881d6-ffb7-416f-bbbe-49bc622747b2","0,0,0"
"vezniNaTroskach_tapo_soldier_14","c990c45b-7be1-4ed6-9b36-e21dded4a8bd","dadb584a-c933-4f95-ba05-09e5a3c0fda7","0,0,0"
"SpawnedAnimal_Hare_2BD21C7C_3","0ef39e59-34de-afe1-1cd3-6c7b7bad41ba","b19979de-14fe-4fbb-ac06-893366032cf3","2287.8521,1872.2587,91.838799"
"tneb_closedCastle_man_2","05f11c92-e86f-4f5c-b10e-3bf3c96370f4","d0998bec-4d76-4581-9326-8ccdd9d09234","1881.636,1213.96,52.269878"
"prepadeni_bailiffsGroupSoldier_12","daa53f45-e1a2-43f2-840a-cf7f66423542","5ca760ae-05bc-4fb6-a3d2-1b2ec4933696","0,0,0"
"SpawnedAnimal_Pig_DC63E134_0","2bd3aec7-65b6-8aa4-82e3-4c5e13fc049f","c8bbecb6-2493-4808-b57b-27ce56a328d5","2456.8398,1996.2352,112.46129"
"SpawnedAnimal_Pig_DC63E134_1","a944bfe4-f81a-5529-a1f2-dbdcbf618940","c8bbecb6-2493-4808-b57b-27ce56a328d5","2450.1018,1994.0765,112.45665"
"utokNaNebakov_valley_group7_enemy_2","ef8d2ccd-eda3-493e-bc20-3a7ff46496e9","1410a3e5-1a48-4dfe-b2ab-7a8d02ac0bc8","0,0,0"
"tpod_bandit_2","fa3b878a-bd09-4f1e-893f-33e4dda3d047","756480a8-7104-4aac-9662-8d35410304b7","1533.501,1062.719,14.9016"
"SpawnedAnimal_Pig_7F983C91_0","c845c17f-a36e-af07-3a8c-dabdcb3aa7ba","c8bbecb6-2493-4808-b57b-27ce56a328d5","2259.801,2009.8451,103.72456"
"nebakovObrana_freeRanger_6","66d432d5-b9cf-4ccf-8930-0f2908580c11","c784343b-5845-4953-a49b-ba5bfe3bb417","0,0,0"
"SpawnedAnimal_RoeDeerBuck_7A21B461_0","93f2513e-9c05-8cf7-7b1c-6de6a0055799","6aba275d-cb17-4d5f-b46d-c9c2ca954aba","2223.3135,1816.2246,79.298126"
"tzda_woman_4","1a3d4423-fc42-45f5-810b-ff2b499fd202","e9cca65b-2a67-4b12-b892-673ffbcb61dc","2038.9994,1518.6002,70.286758"
"rasuvUcen_wildlifeRun_wolf","f4941c2f-2b0d-448d-8281-7af9da3b2783","29aa9256-1138-41ec-9a68-e2d9294fdf66","0,0,0"
"SpawnedAnimal_RoeDeerBuck_7A21B461_1","b650bbf7-071e-de3f-b2f6-cfc3bb9e9fcb","6aba275d-cb17-4d5f-b46d-c9c2ca954aba","2210.0906,1837.3391,82.614891"
"nebakovObrana_freeRanger_7","932c3c34-609c-4a7a-a07b-23547ebd0796","438cee8c-cfa5-442b-b5c9-75c0331ce016","0,0,0"
"zbranePanaSemina_moravak_jurko","ba5ce4f4-ba99-4558-8a56-4f966c840e7b","b7df9531-0fb6-46bf-a326-3b46c33fed9f","1626.9375,1529.8231,78.439178"
"rvacka_apprentice_2","02326a3b-a56e-29e1-7e27-ad77cb3c413c","b8c033df-7219-4d8e-8ba3-6ed07bda6678","2496.5925,2024.0796,113.0205"
"nebakovObrana_attackerGunCrew_4","e87d72c6-f838-4cc8-8aef-96ec77eee16d","c051877c-4343-4b54-b1bb-4ef69c230ee6","0,0,0"
"lovVlku_forthPack_dog_1","f354ae59-0487-442b-8b6a-f76e9230e184","d6c34d45-300e-4a88-af77-13c1a45e1f69","0,0,0"
"SpawnedAnimal_RedDeerDoe_3D540DF1_0","8bd56dcc-9e57-7a67-8920-4afef207c76f","03501abb-222b-4b7a-a0ba-6e7fd33a4fb8","2437.5837,1825.8904,76.481567"
